SATISFACCION_GLOBAL;VALORACION_COSTE_GLOBAL;VAL_CAL_GLOB;VAL_CAL_PREC;RECOMENDACION;NECESIDAD_CLIENTE;CAPACIDAD_RESOLUCION;PROCESO_ADQUISICION;SATISFACCION_PV;ACCESO_VENDEDOR_PV;DISPONIBILIDAD_PRODUCTOS_PV;ATENCION_PV;ASPECTO_PV;SOLUCION_PV;SAT_TELEFONO_PROPIO;SATISFACCION_GAMA;SAT_CALIDAD_COMUNICACION;COBERTURA_INTERIORES;COBERTURA_EXTERIORES;NITIDEZ;INTERRUPCIONES;INTENTOS_LLAMADA;TIEMPO_CONEXION;SATISFACCION_ROAMING;SATISFACCION_CC;FACILIDAD_ACCESO_CC;CALIDAD_INFORMACION_CC;AMABILIDAD_CC;RAPIDEZ_SOLUCION_CC;SATISFACCION_WEB;SAT_AREA_CLI;SATISFACCION_TIENDA_WEB;SAT_SERV_DAT;VAL_SERV_NAV;SATISFACCION_FACTURA;ACCESIBILIDAD_FACTURA;CLARIDAD_FACTURA;PUNTUALIDAD_FACTURA;ERROR_FACTURA;VALORACION_TARIFAS;VAL_TAR_PERS;VALORACION_PROMOCIONES;VALORACION_RENOVE;VALORACION_INFORMACION;IMAGEN;CONFIANZA_TRATO;FIDELIDAD_CODIGO;ESFUERZO;ANIO;Q;SEXO;operador_agr;EDAD
8;7;7;8;8;4;6;10;4;10;0;4;8;7;8;8;7;4;8;8;8;8;8;;8;6;6;8;8;8;8;8;;;8;;;;;6;4;4;;4;8;5;3;8;2012;1;Mujer     ;operador C    ;26
7;7;7;8;7;2;;7;;;;;;;6;6;7;7;7;8;7;5;5;;6;4;4;6;3;;;;;6;7;7;7;7;2;7;8;0;;;6;7;7;;2013;2;Mujer     ;operador C    ;29
8;10;10;10;10;10;9;10;;;;;;;8;10;8;8;8;9;8;10;10;;;;;;;;;;10;10;10;;;;;10;10;8;;9;10;10;9;10;2012;2;          ;operador C    ;
7;6;7;5;6;;8;9;9;7;6;9;10;8;7;7;7;4;6;7;7;7;6;;8;8;7;6;8;8;8;;;8;8;7;7;8;2;9;9;4;;6;8;7;3;;2012;3;Hombre    ;operador C    ;23
10;7;9;7;7;7;8;9;9;8;10;10;9;0;10;8;7;7;9;9;9;9;9;;;;;;;;;;8;8;7;;;;;;9;8;8;7;7;7;7;7;2012;1;Hombre    ;operador C    ;43
10;6;10;10;10;;10;10;10;5;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;4;10;10;10;;;;10;10;5;5;5;10;2;8;8;8;;5;10;10;9;;2012;4;Mujer     ;operador C    ;45
7;6;7;6;7;6;7;7;6;6;7;6;7;6;9;8;8;7;8;8;8;8;8;;8;8;7;7;8;8;8;8;7;7;7;;;;;7;7;7;8;7;7;7;9;6;2012;2;          ;operador C    ;
3;3;2;0;0;;2;7;4;4;10;5;8;5;5;5;3;0;5;5;0;3;5;4;;;;;;5;5;5;;;7;5;5;5;1;3;0;5;0;3;4;2;1;;2012;3;Hombre    ;operador C    ;33
10;10;10;10;10;2;10;8;;;;;;;8;8;8;8;10;8;10;9;6;;;;;;;10;;;10;9;8;10;10;10;2;10;10;7;8;10;10;10;9;;2013;2;Mujer     ;operador C    ;32
7;7;7;6;7;8;8;8;8;8;8;8;9;8;9;8;8;8;9;9;9;9;8;;8;6;8;9;8;;;;;;8;;;;;7;8;6;;8;9;8;7;7;2012;2;          ;operador C    ;
7;7;7;6;5;;7;8;;;;;;;9;8;9;9;9;9;8;8;9;;7;6;8;8;7;;;;7;8;7;8;6;9;2;7;8;6;5;6;8;8;3;;2013;1;Mujer     ;operador C    ;32
5;9;7;8;5;;5;7;;;;;;;8;0;6;8;9;8;8;8;8;;;;;;;;;;;;;;;;2;7;;;;5;5;5;7;;2012;4;Hombre    ;operador C    ;48
7;8;8;6;7;2;8;8;8;7;8;8;9;9;6;7;9;8;7;9;7;9;7;;8;8;8;9;8;;;;8;7;9;7;8;9;2;8;9;7;;8;9;9;7;;2013;2;Hombre    ;operador C    ;31
7;3;8;9;10;;10;10;9;9;10;9;10;4;10;10;6;7;9;6;5;5;7;;10;0;9;9;10;;;;;;;;;;2;6;10;4;10;10;9;8;9;;2012;4;Hombre    ;operador C    ;23
5;7;5;7;0;5;0;8;;;;;;;8;6;10;10;10;10;10;8;6;;0;0;8;8;8;;;;;;0;;;;;3;5;3;;3;3;3;1;3;2012;2;          ;operador C    ;
8;7;7;7;5;7;7;9;;;;;;;6;0;10;8;10;9;10;9;8;;;;;;;;;;10;;8;;;;;4;4;0;;1;5;4;5;5;2012;2;          ;operador C    ;
7;7;7;7;8;;8;7;;;;;;;9;8;8;7;7;8;7;7;7;;8;7;8;9;8;;;;7;8;8;7;8;8;2;6;6;6;7;7;7;8;7;;2012;4;Hombre    ;operador C    ;23
10;7;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;10;;;;;10;10;10;10;10;10;10;9;10;2012;2;          ;operador C    ;
8;8;8;8;10;2;10;8;8;7;10;10;10;10;8;10;10;9;10;10;8;8;9;;8;6;8;8;8;;;;10;8;6;8;8;5;2;10;9;8;6;8;10;10;9;;2013;2;Mujer     ;operador C    ;26
7;9;6;8;7;;3;6;;;;;;;6;6;8;9;6;7;7;6;8;;;;;;;;;;4;8;7;8;8;9;2;7;7;3;;5;6;8;9;;2012;3;Hombre    ;operador C    ;16
7;8;8;6;7;2;5;6;8;7;7;6;7;8;4;7;7;8;9;8;7;7;4;;8;3;7;8;6;7;6;7;;6;6;;;;;5;6;4;4;5;6;6;7;4;2012;2;          ;operador C    ;
5;5;5;3;8;;8;9;6;6;6;9;9;9;9;9;7;6;6;9;9;9;8;6;8;7;8;9;6;;;;;6;2;2;2;4;2;1;0;1;;2;8;7;7;;2012;4;Hombre    ;operador C    ;29
8;8;7;7;9;2;7;9;7;7;5;7;10;5;9;9;5;8;6;8;8;8;8;;9;4;7;8;;;;;7;7;8;7;8;8;2;8;9;6;8;7;8;8;5;;2013;2;Mujer     ;operador C    ;49
9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;10;10;10;10;;;;;;10;;;;;10;10;10;10;10;10;10;9;10;2012;1;Mujer     ;operador C    ;52
4;0;7;3;2;4;3;5;4;10;2;7;9;3;7;8;7;6;10;9;10;7;7;;;;;;;5;;;;;6;;;;;4;0;3;4;7;4;3;7;5;2012;1;Hombre    ;operador C    ;50
7;8;7;5;5;7;5;7;10;10;7;10;10;10;10;8;10;7;10;10;10;10;5;10;8;2;8;10;7;10;10;10;7;9;10;;;;;4;5;7;7;8;7;7;7;7;2012;2;          ;operador C    ;
7;6;7;8;10;1;7;7;;;;;;;8;7;6;7;6;7;6;8;8;;;;;;;8;9;;7;9;7;9;9;6;2;7;7;7;6;8;8;7;7;;2013;2;Mujer     ;operador C    ;26
8;6;7;6;4;;8;9;8;7;8;8;9;9;10;5;6;4;7;8;6;8;6;;8;6;8;7;4;9;9;5;3;4;9;9;9;9;2;4;5;1;1;8;7;8;3;;2013;1;Hombre    ;operador C    ;29
6;8;6;7;0;5;4;10;10;10;10;10;10;10;10;0;2;0;7;6;10;10;10;;;;;;;;;;10;10;10;;;;;10;10;10;0;10;8;10;1;3;2012;1;Mujer     ;operador C    ;52
10;8;10;10;5;;10;10;;;;;;;10;10;10;10;10;10;10;10;10;;10;10;10;10;10;;;;;;10;10;10;10;2;10;;7;;10;10;10;9;;2012;3;Mujer     ;operador C    ;73
6;8;8;7;5;2;7;5;7;3;5;6;8;5;8;6;5;5;8;5;7;8;5;;6;2;2;7;0;;;;;;5;5;5;10;2;7;0;5;;5;7;7;1;;2013;2;Hombre    ;operador C    ;36
7;5;5;5;3;;10;10;8;10;7;9;10;8;8;10;4;6;5;8;4;10;7;;7;7;8;9;7;8;8;;;;9;8;8;8;2;6;6;8;4;7;8;8;3;;2013;1;Hombre    ;operador C    ;21
10;10;10;9;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;10;10;10;10;;;;10;;10;10;10;10;2;10;10;10;;10;10;10;9;;2013;1;Mujer     ;operador C    ;49
6;8;8;8;5;6;8;7;3;5;;7;8;0;5;3;8;6;6;5;6;7;7;;6;6;6;8;7;8;8;;;;8;;;;;8;9;1;2;6;6;6;7;7;2012;2;          ;operador C    ;
5;8;5;2;8;;8;8;;;;;;;10;10;9;9;9;9;9;;7;;;;;;;;;;;;10;8;10;10;2;5;5;5;4;8;8;8;9;;2012;3;Hombre    ;operador C    ;27
8;7;7;6;7;1;7;9;6;8;6;6;9;6;7;7;8;7;8;9;8;8;8;;;;;;;;;;7;;8;7;7;9;2;6;7;6;8;9;8;8;7;;2013;2;Hombre    ;operador C    ;39
7;8;8;8;7;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;7;10;7;7;10;10;;8;8;10;10;10;10;2;8;10;8;;7;10;10;9;;2013;1;Mujer     ;operador C    ;35
8;8;9;8;10;;9;9;7;;8;;10;10;8;9;8;9;9;9;10;10;9;10;10;9;9;10;10;;;;9;9;10;9;10;10;2;9;9;8;7;9;8;8;5;;2012;3;Hombre    ;operador C    ;45
7;10;8;7;7;;9;8;;;;;;;6;6;8;6;9;9;8;8;9;;9;3;8;9;8;10;10;;8;9;10;10;10;10;2;7;7;7;5;7;7;7;9;;2012;4;Mujer     ;operador C    ;27
3;5;4;3;5;;0;6;6;5;8;7;7;7;6;8;7;7;9;9;8;8;9;;5;3;4;5;6;7;9;;7;8;3;5;4;2;1;7;5;5;7;5;4;3;1;;2013;1;Mujer     ;operador C    ;27
8;6;7;7;7;7;8;8;10;10;7;8;9;10;8;8;8;7;7;7;7;8;8;;;;;;;8;8;8;8;8;8;;;;;7;8;6;7;7;8;8;3;5;2012;1;Hombre    ;operador C    ;20
0;0;2;0;0;2;0;7;3;0;0;5;6;5;3;2;3;2;4;5;4;0;3;0;2;0;0;3;;6;7;6;5;6;6;6;5;10;1;2;0;1;2;0;0;0;1;;2013;2;Mujer     ;operador C    ;25
7;8;8;7;7;1;7;;6;9;6;8;9;6;7;0;7;4;9;9;9;9;9;8;8;5;9;9;8;;;;7;;9;9;9;9;2;7;7;8;8;7;7;7;3;;2013;2;Hombre    ;operador C    ;53
8;6;8;4;7;;7;8;;;;;;;9;7;8;6;7;7;5;6;3;7;;;;;;7;8;;;7;8;8;7;10;2;8;9;0;8;7;8;8;7;;2012;3;Hombre    ;operador C    ;22
9;7;8;7;10;;8;8;;;;;;;10;8;7;5;10;10;7;7;7;6;;;;;;8;8;;;8;9;8;7;8;2;9;8;5;8;7;9;8;9;;2012;4;Mujer     ;operador C    ;22
10;7;10;8;9;2;10;9;;;;;;;10;5;10;10;10;10;10;10;10;;10;10;10;10;10;10;10;;;10;10;10;10;10;2;10;10;5;2;3;8;8;7;;2013;2;Mujer     ;operador C    ;41
7;7;5;5;5;;5;5;;;;;;;5;6;8;8;8;8;8;6;7;;;;;;;;;;;;7;7;7;5;2;5;5;6;5;5;6;6;7;;2012;3;Hombre    ;operador C    ;56
8;9;8;8;9;2;8;9;;;;;;;9;8;8;8;9;9;8;8;9;;9;8;9;8;9;;;;8;7;9;8;9;8;2;8;9;8;8;8;8;8;9;;2013;2;Hombre    ;operador C    ;22
8;8;7;8;5;;8;10;7;5;5;7;10;7;8;7;8;7;10;10;8;8;9;;4;2;5;8;8;10;10;;5;7;8;10;8;6;2;7;7;5;;4;8;8;7;;2012;3;Mujer     ;operador C    ;21
5;5;6;4;0;2;0;10;7;10;4;10;10;3;5;0;5;4;5;7;2;4;3;;0;0;0;;;;;;10;10;5;5;10;10;2;5;4;0;0;0;3;5;1;;2013;2;Hombre    ;operador C    ;38
6;7;6;7;6;5;8;6;7;7;4;8;8;8;5;5;7;7;7;8;7;7;6;;4;3;6;7;;7;7;;7;4;8;;;;;5;5;5;5;9;6;5;7;5;2012;2;          ;operador C    ;
4;5;4;4;0;;1;4;5;5;8;5;6;7;7;7;5;6;8;8;4;5;7;8;5;2;3;7;7;;;;;;6;5;7;;1;4;5;1;6;2;6;3;3;;2013;1;Hombre    ;operador C    ;42
4;3;6;5;0;;0;0;3;5;;0;;0;0;8;10;5;10;10;10;5;10;;0;5;0;3;;;;;;5;;;;;2;0;;0;;;4;0;1;;2012;3;Mujer     ;operador C    ;27
10;10;10;10;10;10;10;10;10;7;7;7;7;7;10;10;8;7;9;9;8;8;8;;8;5;8;8;5;;;;;;8;;;;;7;;7;8;7;8;7;9;10;2012;1;Mujer     ;operador C    ;60
5;8;6;5;4;2;2;9;;;;;;;8;7;2;2;4;8;2;4;4;;1;9;6;9;0;;;;;;9;9;9;4;2;9;9;5;;4;7;8;7;;2013;2;Hombre    ;operador C    ;35
7;8;7;7;5;;8;8;8;9;6;9;9;7;6;7;6;4;5;5;6;6;7;7;8;6;8;9;7;8;9;8;6;7;8;6;7;8;2;7;8;7;7;8;7;7;3;;2013;1;Mujer     ;operador C    ;20
1;0;1;1;0;2;0;10;10;10;10;10;10;10;5;0;5;5;4;7;4;4;5;;0;0;0;0;;0;0;;;;0;0;0;0;1;;0;0;;;1;1;1;;2013;2;Mujer     ;operador C    ;41
10;10;10;10;10;;10;10;;;;;;;10;10;10;7;10;10;7;7;10;;;;;;;;;;10;10;10;10;10;10;2;10;10;10;;10;10;10;9;;2012;4;Mujer     ;operador C    ;38
9;7;9;9;10;2;9;8;8;8;6;9;9;8;8;9;8;7;7;9;9;5;9;8;8;4;7;7;6;;;;7;7;9;9;9;9;2;7;7;8;;7;10;10;9;;2013;2;Mujer     ;operador C    ;21
9;7;7;6;9;9;9;8;8;10;8;8;8;9;7;7;7;5;10;10;10;10;10;;;;;;;10;10;;;9;7;;;;;10;7;5;;5;10;9;9;9;2012;1;Hombre    ;operador C    ;18
6;9;5;5;0;2;0;0;;;;;;;8;0;6;3;7;6;6;5;5;;2;0;0;5;;;;;;10;5;6;8;8;2;;8;4;;0;5;5;1;;2013;2;Hombre    ;operador C    ;45
5;8;5;8;6;;7;8;6;3;3;7;7;6;3;4;3;1;4;6;8;3;4;;8;1;8;6;9;;;;4;7;7;7;8;8;2;8;6;3;;6;1;3;3;;2012;3;Hombre    ;operador C    ;20
7;7;7;6;5;1;7;8;;;;;;;10;9;6;9;6;7;4;9;8;8;4;2;5;8;;6;6;;;8;6;7;6;9;2;5;5;6;6;7;8;6;7;;2013;2;Hombre    ;operador C    ;47
5;5;6;5;0;;6;10;10;10;9;10;10;10;10;0;0;0;0;10;9;5;10;;;;;;;;;;;;5;5;6;6;2;5;;5;;7;5;7;1;;2012;4;Mujer     ;operador C    ;20
10;10;10;10;8;;10;10;;;;;;;10;0;10;10;10;10;10;10;10;;;;;;;;;;;;10;10;10;10;2;10;10;10;;8;10;10;9;;2012;3;Hombre    ;operador C    ;50
8;6;6;6;7;;8;7;7;7;7;6;8;7;6;7;8;8;8;7;7;8;7;;7;5;6;6;6;7;7;;6;7;6;7;7;6;2;6;7;5;6;7;6;7;9;;2012;3;Mujer     ;operador C    ;19
8;8;9;8;10;10;9;10;10;10;10;10;10;10;7;10;9;9;10;10;10;10;9;;;;;;;;;;9;;9;;;;;9;10;10;8;9;10;10;9;8;2012;1;Hombre    ;operador C    ;21
7;5;7;6;8;2;7;7;;;;;;;5;7;8;6;8;8;9;5;8;;6;3;6;7;6;;;;8;8;7;8;8;8;2;8;4;3;3;5;6;7;9;;2013;2;Hombre    ;operador C    ;33
10;10;10;10;10;10;10;10;10;9;8;10;10;8;7;8;8;8;8;10;8;9;10;;10;10;10;10;10;10;10;7;10;10;10;;;;;10;10;5;;5;10;10;9;10;2012;1;Mujer     ;operador C    ;39
6;8;8;7;5;;9;9;10;10;10;10;10;10;7;0;9;10;10;10;10;10;10;;8;4;6;9;8;;;;;;10;8;8;8;2;;8;;9;6;7;7;1;;2012;4;Hombre    ;operador C    ;70
5;5;7;7;0;7;4;8;9;6;10;10;10;10;8;8;7;6;6;7;7;6;6;;7;8;7;6;7;;;;;;7;;;;;6;7;8;8;8;5;7;3;7;2012;1;Mujer     ;operador C    ;52
7;7;7;8;0;;5;5;0;10;10;5;8;0;7;7;8;8;8;8;8;8;8;;;;;;;;;;;;5;;;;;5;6;6;7;7;7;5;7;6;2012;1;Hombre    ;operador C    ;52
7;5;0;3;4;6;7;10;;;;;;;0;9;10;0;9;0;10;9;3;;0;0;2;7;;;;;;;9;;;;;0;3;0;;3;0;0;7;3;2012;2;          ;operador C    ;
9;9;10;9;10;;10;10;10;10;10;10;10;10;10;10;9;8;9;9;9;10;10;;10;7;9;9;9;;;;;9;10;10;10;10;2;10;10;10;10;10;10;10;9;;2013;1;Mujer     ;operador C    ;56
10;8;9;8;8;2;8;8;9;9;9;9;10;8;8;8;8;8;8;9;8;8;7;;8;7;8;10;8;;;;;;8;8;8;8;2;8;8;6;;8;8;9;7;;2013;2;Hombre    ;operador C    ;30
6;7;7;5;6;;8;8;7;6;6;8;8;6;6;6;7;6;7;7;6;5;6;;7;4;7;7;6;;;;;;8;7;8;7;2;6;6;6;3;5;6;8;1;;2013;1;Mujer     ;operador C    ;60
7;6;7;5;5;;7;6;;;;;;;5;7;5;5;6;6;8;8;6;;6;;5;7;7;;;;;;5;6;6;6;1;7;6;6;;6;6;6;9;;2013;1;Hombre    ;operador C    ;37
8;8;9;8;7;2;9;10;;;;;;;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;10;10;10;10;2;10;8;5;8;10;8;8;7;;2013;2;Hombre    ;operador C    ;45
7;5;6;5;5;;5;8;2;8;3;2;8;3;5;5;7;7;9;9;5;8;8;;;;;;;;;;;5;7;;;;;5;;3;;3;7;5;7;5;2012;1;Mujer     ;operador C    ;26
8;10;10;10;10;;10;10;;;;;;;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;10;10;10;10;2;10;10;10;10;10;10;10;9;;2013;1;Mujer     ;operador C    ;55
9;6;10;9;10;;10;8;10;10;10;10;10;10;7;10;9;10;10;9;8;9;9;;;;;;;;;;7;;9;10;9;9;2;8;8;8;9;10;10;9;9;;2013;1;Mujer     ;operador C    ;64
8;4;8;6;8;1;9;8;10;8;9;10;10;10;7;10;9;10;10;10;10;9;8;;9;7;9;10;10;10;10;7;9;9;10;10;10;10;2;7;8;10;8;10;9;8;9;;2013;2;Mujer     ;operador C    ;49
8;9;10;10;10;2;10;10;8;6;10;10;9;10;8;10;10;8;8;9;10;9;10;;10;8;10;10;9;;;;;;10;10;10;10;2;10;10;6;10;9;10;;9;;2013;2;Hombre    ;operador C    ;71
7;6;7;7;7;;7;8;;;;;;;8;7;7;7;7;7;6;7;6;;6;7;7;8;7;9;9;7;;;8;8;6;8;2;4;4;0;0;6;7;7;7;;2013;1;Hombre    ;operador C    ;28
10;8;10;7;10;10;10;10;0;10;10;10;10;0;10;10;10;10;10;10;10;;;;10;10;10;10;10;;;;;;10;;;;;10;10;0;10;10;10;10;7;10;2012;1;Hombre    ;operador C    ;37
8;9;10;10;10;10;10;10;10;9;10;10;10;10;10;9;10;9;10;9;10;10;9;;8;8;10;10;9;10;10;;;9;9;;;;;9;9;8;10;10;10;9;9;10;2012;2;          ;operador C    ;
9;8;8;7;7;1;8;9;5;7;7;5;8;6;10;9;8;9;8;9;9;10;10;;10;10;9;9;9;10;9;10;;8;9;9;9;8;2;9;10;8;8;8;9;9;9;;2013;2;Mujer     ;operador C    ;18
0;2;0;0;0;;0;2;0;0;0;0;6;0;8;0;0;0;0;9;5;0;8;;0;0;0;0;;;;;5;0;8;8;8;8;2;0;0;0;0;5;0;0;1;;2013;1;Mujer     ;operador C    ;37
5;7;3;5;0;;1;1;2;1;1;0;6;0;2;6;4;4;6;6;6;4;3;;1;1;1;4;;7;7;6;;6;7;5;7;3;2;8;8;1;;3;7;6;3;;2012;3;Mujer     ;operador C    ;19
7;7;8;6;8;1;8;10;9;7;7;9;9;9;0;9;6;7;8;6;7;7;7;;9;7;8;9;7;8;8;8;7;8;7;7;8;8;2;9;9;8;8;8;7;9;9;;2013;2;Mujer     ;operador C    ;18
7;9;9;9;8;2;7;10;10;8;10;10;10;10;10;10;9;8;7;10;7;10;8;9;7;6;7;10;;;;;10;10;10;10;10;10;2;8;8;6;10;10;8;8;9;;2013;2;Hombre    ;operador C    ;58
8;8;8;7;7;;8;7;8;7;8;7;7;8;9;0;7;7;8;7;8;8;8;;8;8;9;8;8;;;;;;8;7;8;8;2;8;9;6;7;8;8;8;7;;2013;1;Hombre    ;operador C    ;26
8;9;9;9;10;1;9;10;9;9;9;9;10;9;9;9;9;9;9;9;9;9;9;;9;9;9;9;9;;;;;;9;9;9;9;2;9;9;9;9;9;9;9;9;;2013;2;Hombre    ;operador C    ;46
8;8;8;8;7;7;8;10;;;;;;;8;8;7;8;6;8;8;9;8;6;;;;;;6;7;;7;7;10;;;;;8;8;8;7;7;7;7;7;7;2012;2;          ;operador C    ;
8;7;8;7;10;2;8;6;7;6;7;7;8;8;8;7;10;10;10;10;10;6;8;;8;7;8;9;8;8;8;;10;8;7;7;6;9;2;10;;8;;8;8;8;9;;2013;2;Mujer     ;operador C    ;29
7;6;4;8;7;;5;8;5;7;4;7;9;6;2;5;8;8;7;8;7;6;7;;3;4;5;6;5;8;9;7;;;7;5;6;4;2;7;8;4;1;7;6;7;7;;2013;1;Mujer     ;operador C    ;28
9;9;10;9;10;;9;10;10;9;10;9;10;10;10;9;9;9;9;9;8;9;10;;10;8;9;9;10;;;;9;;;;;;;10;8;9;;9;10;9;9;;2012;3;Mujer     ;operador C    ;46
8;10;10;10;8;10;10;10;10;10;10;10;10;10;8;10;7;6;8;10;9;10;10;;10;7;10;10;10;10;10;;;;10;;;;;10;10;10;10;10;10;10;7;10;2012;2;          ;operador C    ;
6;4;4;4;1;;4;7;;;;;;;5;6;3;1;6;6;3;4;3;;4;2;3;5;;6;6;7;8;6;6;7;6;6;1;8;5;4;;5;4;3;1;;2013;1;Hombre    ;operador C    ;22
6;8;8;6;7;6;9;8;7;6;8;10;10;10;2;5;6;5;7;8;8;8;5;5;10;7;9;10;10;;;;5;;6;;;;;3;3;2;;1;7;10;7;9;2012;2;          ;operador C    ;
7;5;7;5;5;;5;6;8;8;8;8;9;8;10;0;10;10;10;10;10;10;10;;;;;;;;;;;;7;7;7;10;2;7;7;6;;7;7;8;9;;2013;1;Hombre    ;operador C    ;55
8;3;6;6;7;2;8;8;10;6;10;10;9;10;5;10;7;5;7;7;7;7;4;8;5;3;3;10;6;7;8;8;;;7;8;8;10;2;6;7;7;8;6;8;9;3;;2013;2;Hombre    ;operador C    ;21
5;6;4;5;2;2;5;2;5;7;5;6;9;4;7;7;4;3;4;2;4;5;4;;;;;;;;;;6;4;6;3;4;10;2;4;3;0;;0;5;2;1;;2013;2;Mujer     ;operador C    ;24
7;8;8;7;9;;8;6;7;5;6;7;9;6;9;5;9;8;9;7;8;9;9;;7;8;8;9;6;8;9;9;9;8;8;7;8;8;2;5;8;6;;5;6;7;9;;2012;4;Hombre    ;operador C    ;35
8;7;9;10;5;;6;5;7;6;6;6;9;7;7;9;7;7;7;7;7;8;5;;8;5;7;10;10;;;;5;5;7;8;7;7;2;8;9;9;9;9;9;9;9;;2013;1;Hombre    ;operador C    ;64
10;9;9;9;9;9;9;9;7;9;10;8;10;9;10;10;9;9;9;9;7;6;8;;;;;;;9;9;9;0;9;2;;;;;7;5;2;7;7;9;8;9;5;2012;2;          ;operador C    ;
7;8;9;8;10;10;7;10;8;8;8;10;10;10;10;0;8;7;8;10;10;;8;;;;;;;;;;;;8;;;;;8;;10;;8;8;8;7;10;2012;2;          ;operador C    ;
8;7;8;9;7;6;7;8;9;8;7;10;10;9;9;8;9;9;9;9;;9;9;;;;;;;;;;;;8;;;;;9;9;6;8;9;9;8;9;9;2012;1;Mujer     ;operador C    ;58
7;7;8;7;7;2;7;8;4;4;2;4;8;2;8;8;8;7;8;8;9;8;8;7;1;1;2;3;;3;;;7;7;8;8;8;8;2;8;7;7;5;7;8;7;7;;2013;2;Hombre    ;operador C    ;48
7;7;7;8;7;2;7;7;6;4;4;6;7;4;7;0;7;7;7;7;7;7;7;4;6;7;6;7;7;;;;5;;7;7;8;8;2;5;8;;;5;6;6;9;;2013;2;Mujer     ;operador C    ;32
8;10;10;10;10;;10;10;10;10;10;10;10;10;8;10;8;8;8;10;10;9;10;;10;10;10;10;10;10;10;;10;10;10;10;10;10;2;10;10;10;10;10;10;10;9;;2013;1;Mujer     ;operador C    ;30
8;8;8;9;6;1;7;4;;;;;;;5;10;6;6;6;6;4;6;8;8;6;9;6;9;8;4;3;7;;3;8;4;8;8;2;7;7;;2;7;7;6;3;;2013;2;Mujer     ;operador C    ;37
6;4;4;3;5;2;10;8;;;;;;;0;0;0;0;5;5;10;6;3;;6;2;8;10;;;;;;;10;10;10;10;2;0;2;0;;0;5;5;5;;2013;2;Mujer     ;operador C    ;44
9;7;8;7;8;;10;7;4;3;6;3;9;6;7;7;8;8;8;10;10;10;9;;8;4;10;10;8;;;;7;2;10;8;8;4;2;10;10;3;2;4;8;9;7;;2012;4;Mujer     ;operador C    ;29
8;9;10;9;10;;10;10;10;10;10;10;10;10;9;10;8;8;8;9;8;8;9;;;;;;;10;10;9;8;;10;10;10;10;2;9;10;8;10;9;10;9;9;;2013;1;Hombre    ;operador C    ;33
8;5;7;7;7;;8;10;9;1;8;8;10;10;8;8;7;7;8;8;7;6;6;8;10;8;10;10;10;7;10;;;8;10;10;10;10;2;7;10;8;5;7;8;8;9;;2012;3;Hombre    ;operador C    ;33
8;5;7;7;9;5;8;8;;;;;;;10;9;10;9;9;9;9;9;9;;;;;;;;;;;;6;;;;;5;;5;5;10;8;8;7;5;2012;1;Hombre    ;operador C    ;42
10;8;10;8;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;;7;5;7;7;8;8;8;;;;;;;;2;10;10;0;;0;5;8;7;;2012;3;Mujer     ;operador C    ;44
9;9;10;9;10;;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;10;10;10;10;;;;;10;10;10;10;10;2;9;;;10;;10;10;9;;2013;1;Mujer     ;operador C    ;48
9;8;10;7;10;;10;9;9;5;10;10;10;8;8;10;8;7;8;5;9;6;10;;10;8;10;10;10;;;;10;10;10;10;10;10;2;8;10;9;;10;10;10;9;;2012;4;Mujer     ;operador C    ;51
5;6;5;5;0;2;0;0;5;0;0;5;10;0;10;5;5;5;5;5;5;3;3;;3;0;0;0;;0;3;3;3;3;5;5;5;5;2;5;5;0;0;0;0;5;1;;2013;2;Hombre    ;operador C    ;29
7;8;8;5;7;;5;7;6;7;6;8;8;6;7;6;8;9;7;6;7;8;8;;6;3;3;3;3;5;6;;8;7;6;6;6;4;1;6;8;1;4;6;6;6;7;;2012;3;Mujer     ;operador C    ;23
9;10;10;10;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;9;10;10;10;;;;;;10;10;10;10;2;10;10;10;;10;10;10;7;;2012;3;Mujer     ;operador C    ;35
8;5;7;6;7;8;9;7;;;;;;;8;9;6;6;8;8;6;8;8;9;9;9;9;9;9;9;9;;8;;7;;;;;7;7;4;;4;8;7;7;8;2012;2;          ;operador C    ;
6;5;6;4;5;;7;4;5;8;;7;7;6;8;7;6;5;7;8;8;10;10;;6;6;8;8;8;;;;;4;8;8;8;9;2;;4;6;;6;7;6;7;;2013;1;Hombre    ;operador C    ;67
6;7;7;7;6;7;6;7;8;7;7;8;8;7;7;7;8;7;8;8;7;7;6;8;7;7;7;6;7;7;7;7;;7;6;;;;;7;7;7;7;7;6;6;7;6;2012;2;          ;operador C    ;
