"LUGAR";"MES";"ANIO";"HORA";"HORA_C";"IMP_BOL";"PUNTOS";"DENUNCIANTE";"CALIFICACION";"CAT";"HECHO.BOL";"VEL_LIMITE";"VEL_CIRCULA";"lat";"lon"
"PRINCI.VERGARA 146, MADRID, SPAIN";4;2015;15.07;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4167754;-3.7037902
"PABLO ARANDA 18, MADRID, SPAIN";3;2015;14.34;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4418529;-3.6839886
"RAMON LUJAN 77, MADRID, SPAIN";10;2015;17.53;17;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.3835668;-3.704089
"JUAN ALVAREZ MENDIZABAL 44, MADRID, SPAIN";6;2015;20.38;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4266113;-3.7164673
"M-30 FT K 04,150 CR1, MADRID, SPAIN";2;2015;14.1;14;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;75;40.4167754;-3.7037902
"NUÑEZ BALBOA 26, MADRID, SPAIN";3;2015;13.48;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4243829;-3.6826961
"LEGANITOS 24, MADRID, SPAIN";11;2015;0.4;0;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"RD SEGOVIA 2K, MADRID, SPAIN";7;2015;17.04;17;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4116323;-3.7183463
"PRADO 28, MADRID, SPAIN";6;2015;18.27;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"DOCTOR FOURQUET 13, MADRID, SPAIN";7;2015;18;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4078847;-3.6962189
"ADOLFO BIOY CASARES FTE 3, MADRID, SPAIN";1;2016;18.45;18;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.4167754;-3.7037902
"M-30 NC K 14,200 CR3, MADRID, SPAIN";11;2015;14.44;14;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;76;40.4167754;-3.7037902
"BRAVO MURILLO 64, MADRID, SPAIN";6;2015;15.28;15;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4439114;-3.7038326
"ANTONIO NEBRIJA 5, MADRID, SPAIN";5;2015;16.36;16;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4038205;-3.684146
"M-30 FT K 04,150 CR4, MADRID, SPAIN";12;2015;17.06;17;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;74;40.4167754;-3.7037902
"AMALTEA 15, MADRID, SPAIN";12;2015;11.32;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.3969993;-3.6859788
"CLAUDIO COELLO 55, MADRID, SPAIN";7;2015;15.06;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4273801;-3.6864045
"CARTAGENA 88, MADRID, SPAIN";4;2015;13.53;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4383815;-3.6726923
"CARAMUEL F 38, MADRID, SPAIN";9;2015;20.41;20;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.40997;-3.72821
"F010 CR CASTILLA, MADRID, SPAIN";6;2015;0.45;0;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;91;40.4423762;-3.7477896
"CASTELLO 110, MADRID, SPAIN";3;2015;20.23;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4356697;-3.6805486
"JOAQUIN DICENTA 27, MADRID, SPAIN";11;2015;18.33;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.472368;-3.6943588
"ABADA 2, MADRID, SPAIN";6;2015;13.31;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4190231;-3.7037326
"F005 AV PUERTA DE HIERRO, MADRID, SPAIN";11;2015;12.12;12;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";60;85;40.4468799;-3.7347001
"CL JENNER 1, MADRID, SPAIN";10;2015;9.21;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4318564;-3.6914782
"ARROYO FONTARRON 21, MADRID, SPAIN";10;2015;10.53;10;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR OBSTACULIZANDO LA UTILIZACIÓN DE ZONAS O PASOS REBAJADOS.";NA;NA;40.404703;-3.6512363
"OLIVAR 1, MADRID, SPAIN";5;2015;19.4;19;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4121602;-3.7015598
"PZ GENERAL VARA DE REY 4, MADRID, SPAIN";10;2015;10.11;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4091108;-3.7081458
"OBISPO TREJO S/N, MADRID, SPAIN";3;2015;12.03;12;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.4364723;-3.7310766
"FEIJOO 15, MADRID, SPAIN";6;2015;9.29;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4349272;-3.7022613
"CERRO NEGRO 2, MADRID, SPAIN";7;2015;17.27;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.396761;-3.6718003
"A5 KM 4.0 SALIDA, MADRID, SPAIN";1;2016;10.54;10;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;88;40.4529615;-3.5772417
"PONFERRADA 24, MADRID, SPAIN";4;2015;18.19;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4752449;-3.7119239
"N053 FUENTE CARRANTONA, MADRID, SPAIN";12;2015;13.26;13;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;67;40.4057367;-3.6327014
"EMBAJADORES 66, MADRID, SPAIN";7;2015;18.45;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4072396;-3.7039521
"GINZO DE LIMIA, MADRID, SPAIN";5;2015;10.33;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4798709;-3.7044717
"STA. HORTENSIA 11, MADRID, SPAIN";5;2015;17.28;17;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.44509;-3.6693892
"CENICERO 13, MADRID, SPAIN";12;2015;11.03;11;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4099542;-3.6932237
"PADRE CLARET 10 A, MADRID, SPAIN";9;2015;17.55;17;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4476598;-3.664182
"EMBAJADORES 97, MADRID, SPAIN";7;2015;10.28;10;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.399789;-3.6983722
"M-30 C-1 KM 6,700 CR1, MADRID, SPAIN";3;2015;0.53;0;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;96;40.4167754;-3.7037902
"EROS 1, MADRID, SPAIN";3;2015;14.58;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.39409;-3.68043
"N139 PO SANTA MARIA CABE, MADRID, SPAIN";4;2015;8.12;8;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;74;40.4167754;-3.7037902
"SAN ILDEFONSO 17, MADRID, SPAIN";2;2015;10.33;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4105267;-3.6963538
"MALDONADO 48, MADRID, SPAIN";12;2015;11.56;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4333672;-3.6762637
"SAN AGUSTIN 1, MADRID, SPAIN";2;2015;20.17;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4153394;-3.6967853
"PZ LAVAPIES 6, MADRID, SPAIN";4;2015;20.03;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4087192;-3.7008623
"SAN ALBERTO 1, MADRID, SPAIN";4;2015;21.2;21;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR DONDE SE IMPIDE LA VISIBILIDAD DE LAS SEÑALES DE TRÁFICO.";NA;NA;40.4182159;-3.7027049
"CASTELLANA 83, MADRID, SPAIN";5;2015;10.22;10;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL RESERVADO PARA USO, PARADA O ESTACIONAMIENTO EXCLUSIVO DEL TRANSPORTE PÚBLICO URBANO.";NA;NA;40.4483367;-3.6917008
"JUAN ALVAREZ MENDIZABAL 53, MADRID, SPAIN";10;2015;13.25;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4275711;-3.7175758
"SAN BENITO 41, MADRID, SPAIN";4;2015;10.27;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4700632;-3.6947575
"AEROPUERTO T 3, MADRID, SPAIN";1;2016;23.04;23;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4549349;-3.5777458
"TELLEZ 28, MADRID, SPAIN";7;2015;15.23;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4021614;-3.679488
"TUDELILLA 8, MADRID, SPAIN";1;2016;10.02;10;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4518953;-3.7101948
"PZ CARMEN SN, MADRID, SPAIN";2;2015;12.35;12;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA PEATONAL OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.41858;-3.7034151
"CASTELLANA 48, MADRID, SPAIN";6;2015;10.31;10;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4348106;-3.6881653
"PRADO 28, MADRID, SPAIN";2;2015;22.03;22;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"N320 EMBAJADORES, MADRID, SPAIN";2;2015;18.01;18;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;80;40.404831;-3.7022881
"AV CMTE FRANCO 26, MADRID, SPAIN";4;2015;12.21;12;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4658565;-3.6733876
"JUAN BRAVO 60, MADRID, SPAIN";3;2015;12.56;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4322046;-3.6740796
"ALFONSO XI 2, MADRID, SPAIN";9;2015;18;18;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4193596;-3.6906072
"LEGANITOS 24, MADRID, SPAIN";11;2015;19.49;19;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"FERROCARRIL 33, MADRID, SPAIN";1;2016;13.31;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4007706;-3.6974949
"GRAN VIA-MONTERA, MADRID, SPAIN";1;2016;13.57;13;200;0;"POLICIA MUNICIPAL";"GRAVE";"PARADA";"PARAR EN ZONA RESERVADAPARA USOS EXCLUSIVOS DE TRANSPORTE PÚBLICO URBANO, OBSTACULIZANDOSU USO NORMAL.";NA;NA;40.418939;-3.7021111
"VELAZQUEZ 20, MADRID, SPAIN";12;2015;18.35;18;200;0;"SACE";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL RESERVADO PARA USO, PARADA O ESTACIONAMIENTO EXCLUSIVO DEL TRANSPORTE PÚBLICO URBANO.";NA;NA;40.4961458;-3.511223
"CL ANICETO MARINAS 92, MADRID, SPAIN";11;2015;10.19;10;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4277378;-3.7295722
"M-30 FT K 04,150 CR1, MADRID, SPAIN";8;2015;17.59;17;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;84;40.4167754;-3.7037902
"F211 PO EXTREMADURA, MADRID, SPAIN";2;2015;5.44;5;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;89;40.4167754;-3.7037902
"COLOMBIA 10, MADRID, SPAIN";12;2015;16.48;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4559477;-3.6761891
"M-30 FT K 04,150 CR4, MADRID, SPAIN";12;2015;16.19;16;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;74;40.4167754;-3.7037902
"SANCHEZ PACHECO 19, MADRID, SPAIN";1;2016;18.58;18;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA.";NA;NA;40.4469244;-3.676073
"M-30 NC K 17,170 CR1, MADRID, SPAIN";4;2015;3.08;3;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;88;40.4167754;-3.7037902
"CASTELLANA 149, MADRID, SPAIN";2;2015;12.01;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4604363;-3.6905931
"CL EMBAJADORES 73, MADRID, SPAIN";11;2015;18.47;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4036265;-3.7011407
"M-30 FT K 04,150 CR1, MADRID, SPAIN";9;2015;21.19;21;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;75;40.4167754;-3.7037902
"ORELLANA 8, MADRID, SPAIN";8;2015;10.16;10;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4264493;-3.6951677
"JUAN DE URBIETA 5, MADRID, SPAIN";2;2015;13.45;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4038858;-3.678206
"A5 KM 4.0 SALIDA, MADRID, SPAIN";8;2015;18.43;18;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;85;40.4529615;-3.5772417
"CRUCERO 25MAYO 10, MADRID, SPAIN";4;2015;15.04;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4627011;-3.6715093
"PZ PLATERIA DE MARTINEZ 1, MADRID, SPAIN";12;2015;12.17;12;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4126599;-3.6938232
"JULIAN ROMEA 2, MADRID, SPAIN";4;2015;14.53;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4427296;-3.7129592
"PZ NAVIO 1, MADRID, SPAIN";10;2015;18.35;18;200;0;"SACE";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN DOBLE FILA.";NA;NA;40.4559002;-3.5883286
"HUESCA 17, MADRID, SPAIN";10;2015;13.53;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4580587;-3.6990811
"MAYOR 77, MADRID, SPAIN";11;2015;18.57;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.41501;-3.71204
"OUDRID 21, MADRID, SPAIN";12;2015;11.53;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.45493;-3.7077466
"CARNICER 22, MADRID, SPAIN";4;2015;18.33;18;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR OBSTACULIZANDO LA UTILIZACIÓN DE UN VADO SEÑALIZADO CORRECTAMENTE Y EN ACCESOS A INMUEBLES.";NA;NA;40.449629;-3.7054392
"CASTELLANA 259, MADRID, SPAIN";2;2015;18.59;18;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN DOBLE FILA.";NA;NA;40.4759108;-3.6880143
"A5 KM 4.0 SALIDA, MADRID, SPAIN";3;2015;15.34;15;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;77;40.4529615;-3.5772417
"MIGUEL SERVET 1, MADRID, SPAIN";7;2015;6.26;6;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4056252;-3.7025081
"GASOMETRO 1, MADRID, SPAIN";12;2015;10.01;10;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4057008;-3.7082216
"VIC.A.BELAUNDE 27, MADRID, SPAIN";3;2015;10.16;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4167754;-3.7037902
"CALATRAVA 18, MADRID, SPAIN";11;2015;12.11;12;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.4093218;-3.7115023
"EMBAJADORES-BRONCE, MADRID, SPAIN";3;2015;19.57;19;200;4;"POLICIA MUNICIPAL";"GRAVE";"SEMÁFORO";"REBASAR UN SEMÁFORO EN FASE ROJA.";NA;NA;40.38798;-3.6909
"FUCAR 24, MADRID, SPAIN";4;2015;21.35;21;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4108797;-3.6956752
"LOMA 1, MADRID, SPAIN";12;2015;10.23;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4450537;-3.7160085
